2012,Apr,33,18
2015,Jul,45,3
2012,Mar,25,11
2012,Sep,15,14
2012,Apr,44,5
2012,Dec,27,2
2012,Jun,22,4
2011,May,32,40
2013,Apr,41,56
2013,May,21,45
2013,Dec,15,2
2015,Mar,14,10
2015,Nov,11,51
2014,Jul,13,8
2012,Mar,23,4
2013,Oct,12,149
2013,Dec,33,27
2013,Feb,33,23
2013,Sep,33,43
2015,May,43,21
2015,Jun,72,2
2014,Mar,12,120
2014,Apr,44,2
2011,Dec,27,1
2013,Jan,26,4
2015,Jan,84,3
2015,Aug,23,1
2015,Jan,43,12
2014,May,23,1
2012,Nov,15,7
2012,Feb,26,14
2012,Mar,51,1
2011,Jul,33,34
2015,Aug,12,176
2014,Aug,13,8
2014,Mar,45,3
2012,Jul,72,1
2011,Nov,32,19
2015,Jul,85,2
2015,Dec,82,4
2014,May,22,10
2011,Oct,25,12
2013,Sep,44,3
2013,May,24,18
2013,May,61,1
2015,Aug,24,8
2014,Dec,32,21
2014,Oct,33,41
2013,Mar,11,48
2013,Feb,15,11
2015,Mar,41,46
2015,Apr,24,18
2015,Mar,21,52
2015,Jun,85,1
2014,Jun,26,7
2012,May,44,4
2012,Mar,13,3
2011,Jun,43,28
2013,Apr,32,30
2013,Aug,32,27
2013,Oct,11,59
2013,May,72,1
2015,May,24,21
2014,Dec,42,6
2013,Feb,22,3
2015,Feb,22,3
2012,Jul,52,12
2012,Feb,41,64
2013,Nov,45,3
2013,Sep,13,12
2015,Jun,11,62
2015,May,12,166
2015,Nov,33,22
2015,Aug,42,10
2014,Apr,12,139
2014,Jun,14,8
2014,Jan,24,6
2014,May,61,1
2011,Jan,42,10
2011,Oct,42,17
2015,Sep,21,52
2015,Jun,42,13
2015,Dec,72,4
2014,Jul,12,145
2014,Apr,23,4
2014,May,16,1
2012,Jun,72,1
2013,Sep,12,151
2013,Dec,25,8
2015,Feb,11,30
2015,Oct,24,20
2014,Nov,41,35
2014,Dec,15,7
2014,May,33,16
2014,Jul,22,8
2011,Dec,22,17
2013,Jun,41,91
2013,Sep,45,2
2015,Jul,42,19
2015,May,22,7
2012,Jul,23,5
2011,Jan,41,38
2011,Mar,45,2
2013,Mar,43,24
2013,Nov,42,16
2015,Jul,32,28
2015,Apr,71,7
2015,Jul,23,4
2014,Oct,44,1
2011,Jul,23,4
2011,Dec,41,52
2013,Oct,51,6
2013,Jan,71,3
2014,Aug,11,66
2012,Mar,33,28
2011,Nov,12,154
2013,Jan,43,17
2013,Jun,62,4
2015,Feb,32,20
2015,Aug,52,5
2015,May,72,5
2014,Jun,24,12
2014,Jun,71,7
2012,May,11,68
2012,Jan,45,5
2012,Mar,22,7
2013,May,41,80
2013,Sep,52,8
2015,Mar,11,47
2015,Sep,33,20
2014,Aug,41,60
2014,Apr,45,4
2014,Apr,33,34
2012,Mar,15,7
2013,Aug,13,16
2013,Oct,25,7
2013,Sep,25,7
2013,May,15,10
2013,Jun,52,6
2014,Dec,51,8
2012,Jan,41,58
2012,Oct,25,6
2011,Jul,11,48
2011,Mar,26,6
2013,Apr,15,11
2013,Mar,71,1
2013,May,51,3
2015,Jan,12,127
2015,Feb,12,112
2015,Nov,14,7
2015,May,13,19
2015,Sep,62,1
2014,Dec,24,7
2012,Sep,51,2
2012,Nov,51,2
2013,Feb,26,5
2013,Jan,15,3
2014,Feb,26,4
2012,Apr,27,1
2013,Apr,52,3
2015,Jan,71,4
2011,Mar,25,10
2013,Aug,11,71
2013,Apr,25,12
2013,Feb,45,2
2015,Jun,15,10
2014,Sep,43,17
2013,Jul,11,77
2013,Aug,33,31
2015,Jul,12,181
2015,Apr,21,73
2014,Feb,12,123
2014,Jun,25,13
2014,Nov,12,111
2014,Feb,25,5
2012,Dec,15,6
2012,Aug,27,2
2011,Nov,43,18
2011,Sep,26,4
2013,May,22,15
2013,Dec,13,18
2015,Dec,13,11
2015,Nov,72,1
2014,Feb,41,49
2014,Jan,25,7
2014,Jan,43,10
2012,Jun,42,16
2012,Oct,52,10
2011,May,41,83
2011,Aug,52,6
2011,Jan,23,4
2015,Jul,51,3
2014,May,12,155
2014,May,51,1
2012,Dec,26,5
2011,Oct,12,169
2011,Feb,41,37
2011,Apr,45,3
2013,Jun,42,14
2013,Jun,72,1
2015,Apr,14,12
2014,Apr,41,54
2014,Sep,11,58
2012,Feb,14,18
2012,Sep,26,15
2011,Dec,25,13
2013,Sep,21,50
2013,Jul,22,7
2013,Jul,23,5
2013,Jun,22,4
2015,Feb,26,2
2015,Jan,72,3
2014,Sep,51,2
2014,Feb,23,3
2012,Mar,44,1
